sentence,label
"然后 就是 到 了 15 年 。 当时 也 进 了 粽团 ， 知道 了 一些 爆料 。 但是 网络 信息 比较 真真假假 ， 很 可能 是 出于 个人利益 的 钓鱼 贴 。 但是 根据 一些 实锤 跟风 讨厌 起 了 队友 。 但是 就是 讨厌 ， 没有 到 会 随便 谩骂 的 程度 … … 而且 看 很多 爆料 的 时候 ， 虽然 都 很甜 ， 但是 看着 看着 又 开启 了 我 “ 讨厌 听 八卦 ” 的 属性 … … 所以 还是 只 看 舞台 上 的 爱豆 了 。 我 不 知道 ss 是 什么 心理 ， 但 我 比较 倾向 于 和 喜欢 的 人 保持 距离 。 就 这样 作走 了 我 几个 现实生活 中 的 朋友 … … 她们 都 说 我 太 冷淡 了 … … 其实 … … 我 很 喜欢 她们 ， 就是 我 不 觉得 我 冷淡 啊 。 然后 那 时候 也 发现 ， 就是 看 视频 ， 其实 都 是 大 的 在 玩 在 闹 ， 小 的 就是 附和 一下 ， 觉得 他 其实 也 挺 冷淡 的 … … 当时 没 怎么 注意 这个 事情 ， 但是 后来 发展 对 我 来说 很 严重 的 一点 … …
",n
"对于 大 的 ， 那 时候 大家 都 说 老妈子 人设 ， 逼人 吃饭 ， 管人 玩 手机 什么 的 。 到 现在 网上 也 有 女生 说 希望 有个 管 自己 的 男朋友 。 当时 当糖 吃 了 ， 现在 看来 ， 这些 女生 是不是 缺乏 父爱 ? 管 自己 ? 吃不下 的 时候 * * * ， 这种 强加 的 ， 自私 的 做法 真的 是 爱 吗 ？ 我 不想 讨论 什么 友情 爱情 ， 那 都 不 重要 。 我饭 的 是 爱豆 ， 唱歌跳舞 的 爱豆 。 爱豆 之间 的 关系 ， 只有 爱豆 清楚 。 饭离 他们 实际上 太远 了 。 我 说 的 仅仅只是 我 的 主观 想法 。 很 可能 不是 现实 。 但是 我 觉得 追星 不 需要 看 现实 。 只要 选择 一个 由 明星 发展 出来 的 ， 你 喜欢 的 幻想 元素 ， 然后 沉溺 进去 就 可以 了 。 这样 你 就 会 消费 ， 这 就是 艺人 的 工作 。 制造 幻想 。 艺人 不会 说 ， 你 看看 真实 的 我 。 他们 是 一种 展示 美好 的 载体 ， 至于 真实 如何 ， 我 觉得 忽视 是 最好 的 选择 。
",n
"刚入 坑 的 时候 我 也是 个 傻 白甜 ， 认为 三小 只是 关系 很 好 的 好 兄弟 呢
",n
"其实 他们 三个 的 性格 是 玩 不到 一起 去 的
",n
"gg 变 单眼皮 了
",n
"虽然 打光 有明 有 暗 ， 但是 谁 是 透 粉白 谁 是 肾虚 黄 谁 是 天生 土色 还是 一眼 就 能 看 出来
",n
"想 抱 着 oo 亲 两口
",p
"dw 的 五官 真是 适合 上妆 啊   眉眼 鼻子 那 块 非常 的 立体 深邃
",p
"xw 真的 不卖萌 说不过去   他 圆溜溜 黑乌乌 的 眼睛 好 无辜 好 可爱 哦   像 只 小兔子
",p
"现在 看 当初 凯源 cp 的 人设 都 崩 了   但 外形 还是 符合 当初 的 人设 的
",n
"楼上 那位 是 妙妙
",p
"皮肤 不是 抹白 打光 就够 的 ， 还要 看肤质 ， 细腻 光滑 健康 的 皮肤 最是 上乘 ， 所以 袋儿 姐妹 们 多 睡觉 少 熬夜 不要 发疯 ， 为了 见爱豆 时别 一脸 菜色 ， 啵 啵 们 也 要 注意 卸妆 少 打游戏 少 熬夜 哦 ， 九点 睡觉 的 才 是 乖宝宝
",n
"长 脖子 ， 短 脖子 ， 粗 脖子
",n
"gg 又 老 了 十岁
",n
"细 脖子   粗 脖怪   龟 丞相
",n
"再 来说 说小圆 ，
",p
"水蜜桃 男孩 肤质 无可挑剔 ， 就算 你 不 给 他 打光 他 透粉 的 肤色 和 明亮 的 眼睛 依然 能 一下 抓住 你 的 心 ， 微翘 的 嘴角 天生 带笑 ， 即使 面 无表情 也 会 让 你 恍惚 误会 他 在 对 你 微笑 ， 很 多次 我 尝试 把 他 嘴角 盖住 才 发现 并 不是 这样 ， 唯一 的 不足 应该 是 左右 脸 不是 那么 对称 吧 ， 不过 这 也 给 他 带来 了 天使 恶魔 并存 的 趣味 感 ， 他 的 五官 比例 从小 就 很 完美 ， 即使 中间 因为 发育 问题 鼻梁 发育 得 比 脸骨 早 ， 依然 盖 不住 他 柔软 的 特质 ， 楼里 有 把 他 鼻子 p 小 的 尝试 ， 反而 不如 原装 好看 ， 现在 的 比例 已 近乎 完美 ， 希望 圆圆 继续 保持 早睡早起 的 良好习惯 ， 好 皮肤 和 明亮 的 眼睛 就是 早睡早起 给 你 的 回报
",p
"纸鸟 都 看不下去 我 g 的 脸 了 ， 艾特 人家 工作室 骂街 ， 有 什么 用 了 ， 化 了 妆 还 不是 天天 被 嘲丑 ， 应该 给 他 换 个头
",n
"gg 还是 丑得 这么 突出 ， 这么 特立独行 。
",n
"最后 说 说 小衫 ，
",p
"小衫 真的 很 努力 了 ， 从 方面 阔 腮 单眼皮 大鼻子 大 鼻孔 大 牙缝 粗 脖溜肩 的 钱 总 小丑 娃到 今天 的 双眼皮 儿 烤瓷牙 非主流 审美 高级 脸 ， 小衫 的 努力 有目共睹 ， 加油 吧 小衫 ！
",n
"自从 看到 有人 说 gg 长得 像 鳖 以后 ， 我 就 无法 直视 gg 了 …
",n
"我 不过 就是说 gg 不 化妆 不能 看 ， 你家 粉头 都 承认 了 都 炸 工作室 了 ， 868 还 删 我 ！ 为什么 不 承认现实 ！
",n
"小 酸奶 是不是 暗恋 我
",p
"对 我 总是 犯蠢 得 吸引 ， 服 了
",n
"小 肥肥 好帅
",p
"我 最 爱 小 肥肥 了
",p
"千宝素 颜 不 需要 比较
",p
"kk 真丑 ， 嘴巴 好 难看 ， 两颊 有 两个 大包 ， 残 了
",n
"kk 下巴 也 不 好看 ， 最 也 不 好看 ， 还 没个 好 脸型 ， 两颊 有 大包 ， 鼻子 像 女生 ， 鼻孔 外扩 ， 简直 残 不忍 睹
",n
"吓人
",n
"最近 过得 很 滋润
",p
"所谓 有情 饮水饱 ， 看 卡尺 的 滋润 程度 ， 一定 喝 了 不少 水
",p
"不是
",n
"前段时间 去 上下 九买 衣服 加 了 一位 小哥 的 微信 ， 一直 有 聊天 ， 小哥 人 挺 实在 ， 天气 好玩 的 好吃 的 广州 的 美食 都 聊 了 很多 ， 两人 共同爱好 话题 特别 多 ， 但 美中不足 的 是 小哥 大学 在读 中 ， 我大 了 他 六岁 ， 心理 过 不了 这关 ， 怕 再聊 下去 会崩 了 ， 怎么办 … … 哭哭
",n
"是 开心 得 要死 ， 但是 绝对 打乱 了 宣传 步奏
",n
